,Angles,Moments
140,2.6878070480712677,-0.1702435060924868
141,2.7070056698432055,-0.1822475445844824
142,2.726204291615143,-0.19278432055358063
143,2.7454029133870805,-0.20130939031663697
144,2.7646015351590183,-0.18615812326093134
145,2.7838001569309556,-0.19201730762616076
146,2.802998778702894,-0.1994856646440289
147,2.822197400474831,-0.20052624586833448
148,2.841396022246769,-0.207775457288757
149,2.860594644018706,-0.21273503807769076
150,2.8797932657906435,-0.215074430590446
151,2.8989918875625813,-0.18227361702579195
152,2.918190509334519,-0.17325483736300118
153,2.9373891311064564,-0.16956430855957727
154,2.956587752878394,-0.1583990715294009
155,2.9757863746503315,-0.15100099363080172
156,2.9949849964222697,-0.12318035510085806
157,3.014183618194207,-0.11155711789094114
158,3.0333822399661448,-0.09082555990682756
